"election_dt"	"contest_name"	"name_on_ballot"	"party_cd"	"ballot_count"	"FTP_Date"
"11/07/2006"	"DISTRICT COURT JUDGE (BARRETT) DISTRICT 28"	"Susan E. Wilson"	"   "	24901	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BROWN) DISTRICT 28"	"Shirley H. Brown"	"   "	42691	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (CASH) DISTRICT 28"	"Gary S. Cash"	"   "	41624	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KAUFMANN) DISTRICT 28"	"Patricia Kaufmann Young"	"   "	39907	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (KNIGHT) DISTRICT 28"	"Rebecca Barr Knight"	"   "	41956	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DAVIS) DISTRICT 29A"	"Tommy Davis"	"   "	15796	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DAVIS) DISTRICT 29A"	"David Spencer Norris, Jr."	"   "	9197	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (POOL) DISTRICT 29A"	"T. Eugene Mitchell"	"   "	8509	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (POOL) DISTRICT 29A"	"Randy Pool"	"   "	18323	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (POWELL) DISTRICT 29A"	"Laura Powell"	"   "	19609	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BRYANT) DISTRICT 30"	"Steven J. Bryant"	"   "	38144	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (DAVIS) DISTRICT 30"	"Danny Edward Davis"	"   "	38568	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (LETTS) DISTRICT 30"	"Bradley B. Letts"	"   "	34239	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HARDISON) DISTRICT 04"	"Paul A. Hardison"	"   "	27963	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (SEATON) DISTRICT 04"	"Sarah C. Seaton"	"   "	24887	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BLACKMORE) DISTRICT 05"	"Rebecca Weathers Blackmore"	"   "	25568	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (BLACKMORE) DISTRICT 05"	"Kent Harrell"	"   "	18907	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (FAISON) DISTRICT 05"	"James H. Faison, III"	"   "	32706	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GORHAM) DISTRICT 05"	"Lori West Gaines"	"   "	20594	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (GORHAM) DISTRICT 05"	"Phyllis Gorham"	"   "	23964	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (COOPER) DISTRICT 07"	"Pell Cooper"	"   "	22848	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HARPER) DISTRICT 07"	"Joseph John Harper, Jr."	"   "	24029	"12/08/2006"
"11/07/2006"	"DISTRICT COURT JUDGE (HEATH) DISTRICT 08"	"Beth Heath"	"   "	23962	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 03A"	"Clark Everett"	"DEM"	18447	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 03B"	"Scott Thomas"	"DEM"	33126	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 06A"	"William G. (Bill) Graham"	"DEM"	6825	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 06B"	"Valerie Mitchell Asbell"	"DEM"	10996	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 09A"	"Joel H. Brewer"	"DEM"	8442	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 09A"	"Wallace Bradsher"	"REP"	7386	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 01"	"Frank R. Parrish"	"DEM"	23896	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 10"	"C. Colon Willoughby, Jr."	"DEM"	134698	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 11"	"Dale Stubbs"	"DEM"	25837	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 11"	"Susan Doyle"	"REP"	34438	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 12"	"Edward W. Grannis, Jr."	"DEM"	33897	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 13"	"Rex Gore"	"DEM"	24757	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 13"	"Jon David"	"REP"	22607	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 14"	"Mike Nifong"	"DEM"	26606	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 14"	"Lewis A. Cheek"	"UNA"	21211	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 14"	"Steve Monks"	"   "	5927	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 15A"	"Robert F. (Rob) Johnson"	"DEM"	15638	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 15A"	"Rick Champion"	"REP"	12969	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 15B"	"Jim Woodall"	"DEM"	38330	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 16B"	"Luther Johnson Britt, III"	"DEM"	11596	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 17A"	"Belinda J. Foster"	"DEM"	8322	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 17A"	"Phil Berger, Jr."	"REP"	11788	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 17B"	"Ricky Bowman"	"DEM"	18007	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 18"	"Doug Henderson"	"DEM"	57723	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 18"	"Wendell H. Sawyer"	"REP"	41426	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 19A"	"Roxann Vaneekhoven"	"REP"	22113	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 19C"	"William D. Kenerly"	"REP"	18843	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 02"	"Seth Edwards"	"DEM"	19577	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 20A"	"Michael Parker"	"DEM"	20079	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 20B"	"John Snyder"	"REP"	23053	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 21"	"Tom Keith"	"REP"	47425	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 22"	"Garry W. Frank"	"REP"	55527	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 23"	"Tom E. Horner"	"REP"	22871	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 24"	"Gerald W. (Jerry) Wilson"	"REP"	24664	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 25"	"James (Jay) Gaither, Jr."	"REP"	50234	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 26"	"Peter Gilchrist"	"DEM"	99087	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 27A"	"Rick Schultz"	"DEM"	13550	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 27A"	"Locke Bell"	"REP"	23227	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 27B"	"Richard (Rick) L. Shaffer"	"DEM"	22181	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 27B"	"Colin P. McWhirter"	"REP"	18554	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 28"	"Ron Moore"	"DEM"	54390	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 29A"	"Brad Greenway"	"DEM"	14921	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 29A"	"Brian W. King"	"REP"	14203	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 29B"	"Jeff Hunt"	"REP"	37328	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 30"	"Mike Bonfoey"	"DEM"	34553	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 30"	"Donna Forga"	"REP"	29963	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 04"	"Dewey Hudson"	"DEM"	29257	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 05"	"Ben David"	"DEM"	39670	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 07"	"Howard S. Boney, Jr."	"DEM"	28787	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 08"	"C. Branson (Branny) Vickory, III"	"DEM"	23926	"12/08/2006"
"11/07/2006"	"DISTRICT ATTORNEY DISTRICT 09"	"Sam B. Currin, III"	"DEM"	27907	"12/08/2006"
